0.5,1.625,2.75,3.875,5.0
534.9944651126862,606.6099147796631,485.78895258903503,461.53095602989197,465.8931522369385
542.1373467445374,482.02648663520813,488.110901594162,594.2698891162872,585.7537310123444
543.1467983722687,496.8153781890869,491.63209342956543,1201.3793034553528,597.1312537193298
536.293274641037,489.0085060596466,608.3776729106903,458.4013469219208,459.50012040138245
545.0255889892578,486.9208731651306,490.73652148246765,833.566130399704,593.6706960201263
541.4842371940613,613.8014223575592,732.9284756183624,700.5589501857758,468.5887703895569
543.4276280403137,497.74733996391296,494.21299862861633,595.1370792388916,473.57072496414185
538.2880475521088,473.45006823539734,465.0800757408142,912.3735463619232,692.0708689689636
541.7576038837433,724.2714855670929,473.57997012138367,582.91162276268,464.02987337112427
537.9319660663605,467.60167169570923,966.8427486419678,454.9993939399719,683.8961474895477
